"id","latitude","longitude"
70,35.7481723816301,-78.7485125615506
70,35.7449006021836,-78.7419240688611
70,35.8382160827611,-78.6881415917168
70,35.8455034639191,-78.6866595567576
70,35.8324207357186,-78.781986717054
70,35.9053424041533,-78.7240482879687
70,35.8494222946589,-78.6780354751336
70,35.7762756083145,-78.6463344791216
70,35.7856008238724,-78.6326028842766
70,35.7896335378359,-78.6403367443959
70,35.7765851151942,-78.645273391148
70,35.7904757904079,-78.653441077591
70,35.7695403686973,-78.7631238890189
70,35.1955831715925,-80.8321157180134
70,35.8358640895208,-78.7795055876661
70,35.8726368091978,-78.7184691732386
70,35.8771390368101,-78.7166736598502
70,35.8741926490791,-78.7112701670746
70,35.7725555184582,-78.6493475540733
70,35.7762340025101,-78.6530115772197
70,35.7832074241738,-78.6569219588479
70,35.7889331182606,-78.6570241083265
70,35.7975587872669,-78.6559036409029
70,35.7912743548147,-78.6587914040276
70,35.2152472996813,-80.8141250796091
70,35.7945690890224,-78.6532977969326
70,35.7963810038994,-78.6608212324593
70,35.8320818985307,-78.6309476827131
70,35.8538995690472,-78.6090988378347
70,35.828482071155,-78.708740486572
70,35.8241780903593,-78.7121764744826
70,35.8251799534962,-78.7157404295513
70,35.8274215516274,-78.7133356481942
70,35.8178476259408,-78.6968741172219
70,35.8163979962182,-78.7105021477041
70,35.8199800990226,-78.6976736090876
70,35.8203716401581,-78.7028336717072
70,35.8280403339195,-78.7142000071527
70,35.8211507733793,-78.7012114472585
70,35.8227191643894,-78.7048056324816
70,35.8255698366368,-78.6995764246446
70,35.8210517559748,-78.7113858548606
70,35.8327539397061,-78.7178685152868
70,35.8161310703585,-78.7100386803357
70,35.832996401062,-78.7053578696225
70,35.8292931509104,-78.7094455369537
70,35.8278426821677,-78.7099968983257
70,35.8185886948861,-78.7115303550355
70,35.8213679794448,-78.7184892708383
70,35.8312935721285,-78.7123360236593
70,35.8279315364349,-78.6990567045839
70,35.8291187951665,-78.6981971476219
70,35.830516014261,-78.6985057763395
70,35.8217140328467,-78.6978467602016
70,35.8261103828272,-78.7047788756475
70,35.8247285165631,-78.7021241666092
70,35.8313684672287,-78.7068618830232
70,35.9060602985528,-78.6653339305148
70,35.8251625353275,-78.774441645649
70,35.8307363473591,-78.7717198840745
70,35.8318981573461,-78.7664650553444
70,35.8266101766657,-78.7734962229622
70,35.8226935148942,-78.7801174073267
70,35.8226759707186,-78.7723020623369
70,35.7968375438464,-78.6566727113902
70,35.7919264512731,-78.8210552256836
70,35.9133452623925,-79.0571809058575
70,35.7988869348003,-78.6519508418673
70,35.7838378681014,-78.6691273862002
70,35.7839611748587,-78.6701568661612
70,35.7753136431593,-78.6531586690815
70,35.7819755800934,-78.6529136823638
70,35.7833494801219,-78.6399371429532
70,35.8089289235651,-78.8175429359137
70,35.8037263030132,-78.8164775844997
70,35.7057377659757,-78.8095859628058
70,35.7065968752601,-78.8116399972979
70,35.7205834271749,-78.8045137346687
70,35.7124341754312,-78.8111168521189
342,35.8524480594014,-78.8975456762304
342,35.745954177636,-78.8139956170655
342,35.8439556181082,-78.8880101292858
342,35.8076136879904,-78.8145108267865
342,35.8380835090256,-78.8834974710267
342,35.826936054058,-78.9032945383207
342,35.8138150170928,-78.8464920761056
342,35.8424695032234,-78.879795294781
342,35.8153228041256,-78.9124535554938
342,35.8138168941466,-78.8167565819737
342,35.816411732939,-78.8127495720053
342,35.8023848382799,-78.8164751361201
342,35.8467159381424,-78.8909341135896
342,35.8493247760665,-78.8916006388204
342,35.8530378300231,-78.8810656000297
342,35.8186742839647,-78.9018527623822
342,35.8365239256773,-78.8850890430664
342,35.9169224753586,-78.7853227346519
342,35.836504960691,-78.898224429455
342,35.7590838695406,-78.7917965151224
342,35.814476837107,-78.8128479568097
342,35.8128949277545,-78.8282965619027
342,35.7972889303695,-78.8530019878336
342,35.8339182589133,-78.6854948681605
342,35.7417687469241,-78.8211780702695
342,35.853037039116,-78.8869874963789
342,35.8518375448753,-78.8807675171103
342,35.8015066753078,-78.8244057070741
342,35.9039803246524,-78.7825891444027
342,35.8204730099213,-78.8965089793927
342,35.7904297565333,-78.8417864361674
342,35.869991190985,-78.5885799790155
342,35.8132747970034,-78.9014708663357
342,35.8133475962766,-78.84940319308
